smiles,LogS
OCC(O)C1OC(=C(O)C1=O)O,0.2769999999999999
CN1[C@@H]2CC(C[C@H]1C3OC23)OC(=O)[C@H](CO)c4ccccc4,-0.504
C[C@]12CC[C@@H](O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CCC4=O,-4.402
CC(=O)Nc1ccc2c(Cc3ccccc23)c1,-4.625
C[C@@]12[C@H]3CC[C@H](O3)[C@]1(C)C(=O)OC2=O,-3.816
NC(Cc1c[nH]c2ccc(O)cc12)C(O)=O,-1.3430000000000002
OCC(O)C=O,-0.489
C=CCN=C=S,-1.695
CN(C)N,1.221
O=C1CCO1,0.711
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)C#C,-4.419
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,-5.367000000000001
OC(=O)CCCCC1SCC2NC(=O)NC12,-3.0460000000000003
Nc1ccc(cc1)[S](=O)(=O)Nc2cnc3ccccc3n2,-4.603
OCC(S)CS,-0.155
OC[C@H]1O[C@@H](Oc2cc(O)cc(O)c2C(=O)CCc3ccc(O)cc3)[C@H](O)[C@@H](O)[C@@H]1O,-2.64
CCO[S](C)(=O)=O,0.402
CCC(C)C(C)(COC(N)=O)COC(N)=O,-2.366
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,-4.627
OC(=O)CC(S)C(O)=O,0.522
CS,-0.495
ClC=C,-1.36
FC=C,-0.276
CC(=O)C(C)(C)C,-0.722
CC(Cl)(Cl)C(O)=O,0.545
CC(O)C(Cl)(Cl)Cl,-0.757
FC(F)(F)C(F)(F)Cl,-3.411
FC(F)(F)C(F)(F)C(F)(F)F,-4.518
OC1CC(O)(CC(O)C1O)C(O)=O,0.179
CCC(C)(CC)OC(N)=O,-1.56
CCCC(C)(COC(N)=O)COC(=O)NC(C)C,-2.938
CCC(C)C,-3.1630000000000003
CC(C)C=O,0.091
CC(=C)C=O,-0.039
ClCC(Cl)=C,-1.713
Nc1ccc(cc1)[S](=O)(=O)c2ccc(NCCO)cc2,-2.597
CC(C)(O)C1CCC(C)(O)CC1,-1.634
CC(=O)C1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@H](O)C[C@]12C,-3.82
CN1C(c2ccc(Cl)cc2)[S](=O)(=O)CCC1=O,-2.039
CN1CCN(CC1)C(c2ccccc2)c3ccccc3,-2.426
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)C=CC(=O)C=C14,-3.494
c1ccc(cc1)c2ccccc2c3ccccc3,-5.269
C/C=C(c1ccc(O)cc1)/C(=C/C)c2ccc(O)cc2,-4.948
COc1ccc2nccc(C(=O)C3CC4CCN3CC4C=C)c2c1,-5.031000000000001
COc1c2C=CC(=O)Oc2cc3OC(C)(C)C=Cc13,-3.81
Cc1cccc(NC(=O)c2ccccc2C(O)=O)c1,-2.407
Nc1ccc2ccccc2c1N=Nc3ccccc3,-5.916
CN1C2CCC1CC(C2)OC(=O)C(O)c3ccccc3,-1.44
Clc1ncnc2nc[nH]c12,-1.49
Oc1cccc(O)c1O,0.604
OCC(O)C(O)C(O)CO,0.625
OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O,-1.259
C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@H]34)[C@@H]2C1,-1.887
C1CCC2CCCCC2C1,-5.192
c1ccc(cc1)c2cccc(c2)c3ccccc3,-5.183
ClCC(=O)N(CC=C)CC=C,-0.945
CC(C)COC(=O)c1ccc(N)cc1,-2.944
O=C(/C=C/C=C/c1ccc2OCOc2c1)N3CCCCC3,-3.853
Cc1ccc(Cl)c(Cl)c1,-3.792
COC1OC(CO)C(O)C(O)C1O,0.299
OC(=O)CC(=C)C(O)=O,-0.2289999999999999
ClC(Cl)(Cl)c1ccccc1,-3.567
CC(C)(C)c1ccc(O)c(O)c1,-1.92
CC1=CC[C@@H](CC1)C(C)(C)O,-1.889
OC(=O)C1CCC(=O)N1,0.5670000000000001
CC(N)c1ccccc1,-0.46
ClC(Cl)c1ccccc1,-2.809
OC(=O)CC(CC(O)=O)C(O)=O,0.275
C=CC1CCC=CC1,-3.335
Cc1cccc(C=C)c1,-3.123
C(OCc1ccccc1)c2ccccc2,-3.695
CC(C)CC(=O)CC(C)C,-2.52
CCOCCOC(=O)/C=C/c1ccc(OC)cc1,-2.699
OCC(O)COc1ccc(Cl)cc1,-1.307
COc1ccc(\C=C\C)cc1,-3.1260000000000003
Cc1ccc(C=O)cc1,-1.724
OC(=O)/C=C/c1[nH]cnc1,-1.964
COC(=O)CC(C)=O,0.634
CCC(C)OC(C)=O,-1.273
CCOC(=O)CC#N,-0.753
CCC1CO1,-0.086
C=CCOCC1CO1,0.092
CCC#C,-1.275
NC(=O)OCC(Cl)(Cl)Cl,-1.284
CC(C)NC(C)C,0.036
CC(=O)OC(C)=O,0.07
C=C1OC(=O)C=C1,-0.983
CC1COC(=O)O1,0.2339999999999999
CCOC(=O)CC(C)C,-1.652
CC(C)CC(O)CC(C)C,-2.1590000000000003
CC(C)CC(C)OC(C)=O,-2.045
CCCCOC(=O)CCC,-2.46
NC(=S)NCC=C,-0.294
CC\C=C/C,-2.5380000000000003
C=COC=C,-1.261
CC(C)(C)OOC(C)(C)C,-3.165
CCOC(=O)CCCCCCCCC(=O)OCC,-3.51
CCCCCCC(O)=O,-1.664
CCOCCOC(C)=O,0.272
OC(=O)CCSCCC(O)=O,-0.68
CCCCOC=C,-1.524
CC(=O)OCCOC(C)=O,0.086
CCCCCCCCC,-5.766
NCCNCCNCCN,0.835
ClCCOCCOCCCl,-0.996
NCCNCCNCCNCCN,0.723
CC[S](=O)(=O)C(C)(C)[S](=O)(=O)CC,-1.927
FC1(F)C(F)(F)C(F)(F)C1(F)F,-3.638
COC1=CC=C2[C@H]3Cc4ccc(OC)c5O[C@@H]1[C@]2(CCN3C)c45,-2.661
CO[P](=O)(Oc1ccccc1)Oc2ccccc2,-2.121
C1CCc2ccccc2C1,-3.452
Oc1ccc(Cl)cc1Cc2ccccc2,-3.167
C1OC1COc2ccccc2,-1.796
CCCCC(CC)CCl,-3.172
OC(=O)CCC(=O)OOC(=O)CCC(O)=O,-0.847
NCCCCCCN,0.935
FC(Br)C(F)(F)F,-1.901
CC(=O)C1C(=O)C=C2Oc3c(C(C)=O)c(O)c(C)c(O)c3C2(C)C1=O,-3.537
NC(=O)OC1(CCCCC1)C#C,-1.825
CCO[P](=O)(OCC)SCCSCC,-2.111
CCCC1OC1(CC)C(N)=O,-1.175
COc1ccc2[C@H](OC(=O)c2c1OC)[C@@H]3N(C)CCc4cc5OCOc5c(OC)c34,-3.139
COc1ccc(C(=O)Cc2c(CCN(C)C)cc3OCOc3c2OC)c(C(O)=O)c1OC,-2.535
Cc1cc(O)c(Cl)c(C)c1Cl,-2.98
Nc1ccc(cc1)c2ccc(Cl)cc2,-4.638999999999999
CCCCOC(=O)C(C)O,-0.563
CCOC(=O)CCCCC(=O)OCC,-1.68
CC(C)=CC(C)=O,-0.531
OC(=O)CC(O)=O,0.865
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,-4.652
O[C@@H]([C@H](O)C(O)=O)C(O)=O,0.8240000000000001
OC(C(O)C(O)=O)C(O)=O,0.5720000000000001
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,-3.113
C1CN2CCN1CC2,0.603
CCO[P](=S)(OCC)Oc1cnccn1,-2.338
CCO[P](=S)(OCC)OCCSCC,-3.634
CCC(C)(OC(N)=O)C#C,-0.946
Fc1ccccc1Cl,-2.416
Fc1ccccc1F,-2.0
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CCC2=O,-3.484
FC(F)(F)COC=C,-1.4780000000000002
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CC[C@@]4(O)C#C,-5.658
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,-6.0
CCC[C@H]1CCCCN1,-0.8490000000000001
CC1(C)C2CCC1(C)[C@@H](O)C2,-2.319
CC1(C)[C@H]2CC[C@@]1(C)C(=O)C2,-3.1830000000000003
CC1OC(O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CCC3=C2)C6=COC(=O)C=C6)C(O)C(O)C1O,-3.955
Nc1ccc(cc1)[S](=O)(=O)c2sc(N)nc2,-2.805
C[C@]12CC[C@H]3C(=CCc4cc(O)ccc34)[C@@H]1CCC2=O,-5.279
COc1cc(cc(OC)c1OC)[C@H]2[C@H]3[C@H](COC3=O)[C@@H](O)c4cc5OCOc5cc24,-3.617
OC[C@H]1O[C@@H](O[C@@H]2OC=C[C@H]3[C@H](O)C=C(CO)[C@@H]23)[C@H](O)[C@@H](O)[C@@H]1O,0.012
Cc1cc(C)c(c(C)c1)C(O)=O,-2.357
C[C@H]1[C@@H]2CC[C@@]3(C)C=CC(=O)C(=C3[C@H]2OC1=O)C,-3.09
C[C@]12CC[C@H](O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CCC4=O,-4.158
CN1C2CCC1[C@H]([C@@H](O)C2)C(O)=O,-0.017
O=C1C=CC=C2[C@@H]3CNC[C@H](C3)CN12,0.363
O[C@@H]1C[C@@H](O)[C@H](O)C(O)[C@H]1O,-0.174
OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,0.4429999999999999
O=C(NN\C=C/1C=CC=CC1=O)c2ccncc2,-3.683
C\C(=C\C(O)=O)C(O)=O,0.779
C\C(=C/C(O)=O)C(O)=O,-0.6940000000000001
ClCCC(=O)NCc1ccccc1,-3.2960000000000003
O[S](=O)(=O)C[S](O)(=O)=O,0.754
CC(C)CC(O)=O,-0.4
OC(=O)CCCCCCC(O)=O,-1.169
ClCCSCCCl,-2.363
OC(=O)\C=C/C=C\C(O)=O,-2.852
CC(C)(C)Br,-2.359
CC(C)(C)Cl,-1.507
CCOC(=O)C(O)(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-4.512
C[C@@H]1CC[C@@]2(OC1)O[C@H]3C[C@H]4[C@@H]5CC=C6C[C@@H](O)CC[C@]6(C)[C@H]5CC[C@]4(C)[C@H]3[C@@H]2C,-7.317
CC=C(C)C,-2.56
CC12CC[C@H](O)CC1CCC3C4CCC(=O)C4(C)CC(O)C23,-3.593
CC(=O)C1CCOC1=O,0.193
COc1cc(cc(OC)c1OC)[C@H]2[C@@H]3[C@H](COC3=O)Cc4c(O)c5OCOc5cc24,-4.503
Oc1cc(O)c(c(O)c1)C(=O)c2ccc(O)c(O)c2,-1.72
CC(=O)C1C(=O)OC(=CC1=O)C,-1.226
COC1=C(C#N)C(=O)N(C)C=C1,-1.784
OC[C@H](O)[C@@H](O)C(O)[C@H](O)[C@H](O)CO,-0.517
CC(=O)c1ccc(O)c(O)c1O,-2.022
OC(=O)c1ccc(C(O)=O)c(c1)C(O)=O,-1.0
CC(C)C(CC=C)C(=O)NC(N)=O,-2.747
CC(=O)c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,-1.1740000000000002
C=C(c1ccccc1)c2ccccc2,-4.436
CCN(CC)C(=O)CC(C)C,-0.595
OC(CI)CI,-1.3969999999999998
CN(C)c1cc(C)nc(Cl)n1,-1.261
CCc1cccnc1,0.5379999999999999
CN1C2CCC1CC(C2)OC(=O)c3ccccc3,-2.369
CCOC(=O)NCC(C)C,-0.768
CCCCCOC(=O)CCC,-2.467
CC(=O)OC(C)(C)C,-1.144
CC(=O)NCC(O)=O,-0.649
CC(C)CCOCCC(C)C,-2.898
C=C1CCOC1=O,0.184
CCOC(=O)C(C1=C(O)Oc2ccccc2C1=O)C3=C(O)Oc4ccccc4C3=O,-3.426
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]3[C@@H](C)CC(=O)[C@H]13,-0.265
CC(C)c1ccc(C)c(C(O)=O)c1O,-3.2880000000000003
OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3cncnc23,-0.402
OC(=O)\C=C/C(=O)Nc1ccccc1,-2.281
C=CCOCC=C,-0.02
CN1CC[C@]23[C@H]4Oc5c(OC(C)=O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4OC(C)=O)c35,-2.797
CCC(C)(C)CC,-4.229
CC(C)C=C,-2.732
CCC(C)=C,-2.732
CCC(C)C(C)(C)C,-4.678
CCC(C)C(C)C,-4.281000000000001
CCC(C)C(C)=O,-0.6809999999999999
CCC(=O)C(C)C,-0.81
CC(C)C(C)C(C)C,-4.696000000000001
CC(C)C(=O)C(C)C,-1.3019999999999998
COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)Cc4c(O)c5OCOc5cc24,-4.125
OC(=O)c1cccc(C(O)=O)c1C(O)=O,-0.8370000000000001
OC(=O)c1[nH]cnc1C(O)=O,-2.494
CCCOC(=O)CN1C=C(I)C(=O)C(=C1)I,-3.504
CCCC(C)CC,-4.306
CCCC(=O)CC,-0.833
CCCCC(C)CC,-5.159
Brc1ccc(I)cc1,-4.452
CCCCOC(=O)CC,-1.938
CCCC(C)(C)C,-4.357
CC1=CCC(=O)O1,-0.293
CCCCC(C)C,-4.596
C/C=C/CCl,-1.957
CCCC\C=C\C,-3.816
CCCCOC=O,-1.131
CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,-5.284
CC(C)(C(O)=O)C(O)=O,-0.1669999999999999
CC(C)(CC(O)=O)C(O)=O,-0.32
CC(C)C(O)C(C)C,-1.22
OC(=O)c1c(Br)c(O)c(O)c(O)c1Br,-0.419
O=C1C=CNc2ccccc12,-1.481
OC(C(O)=O)c1ccccc1,0.053
Clc1ccccc1I,-3.532
Ic1ccccc1I,-4.217
CCC(O)C=C,0.02
OC[C@H]1O[C@@H](Oc2ccccc2C=O)[C@H](O)[C@@H](O)[C@@H]1O,-1.198
OC(=O)c1cc(O)cc(c1)C(O)=O,-2.482
Cc1ccc(C=C)cc1,-3.123
CCCCC(O)CCCC,-2.49
COC(=O)\C=C/C(=O)OC,-0.256
CCCCCCC(O)CC,-2.654
ICCI,-3.216
COCC(C)C,-0.9
CC(C)OC=O,-0.629
Ic1cccc(I)c1,-4.518
OCCCBr,0.009
OCCCCl,0.422
CCCCCCCC(C)O,-2.744
CCCCCCCCCCCCCCCO,-6.35
OC(=O)c1ccnc(C(O)=O)c1C(O)=O,-1.245
CCC(=O)OC(C)C,-1.29
CC1NC(C)SC(C)S1,-1.368
CC\C=C\C,-2.5380000000000003
C=CC#C,-1.464
CCCC(C)=C,-3.033
C1CC[C@@H]2NCCC[C@H]2C1,-1.083
CCOC(=O)CCCC(=O)OCC,-1.33
OCCCC=C,-0.179
OC(=O)CC(Br)C(O)=O,-0.215
CCC#CCC,-2.167
CCOc1ccc(N[S](=O)(=O)c2ccc(N)cc2)nn1,-2.427
CNc1nc(NC(C)C)nc(SC)n1,-2.5660000000000003
Fc1ccccc1Br,-2.695
CCCCC#CC,-2.7710000000000004
NCC1CCC(CC1)C(O)=O,0.026
CC[C@@H]1CCCCN1,-0.346
CC(=O)Oc1ccc(Br)cc1C(O)=O,-2.589
COc1ccc(NC(N)=O)cc1,-1.592
C/C=C/C(C)O,0.015
CCCCCCCCCC(C)O,-2.94
Cc1cnc2c(ccc3c(C)c(C)cnc23)c1C,-5.195
CN(C)CC\C=C1/c2ccccc2COc3ccccc13,-3.947
O=C1C=CC(C=C1)=NNc2ccccc2,-3.343
Nc1ncnc2n(cnc12)[C@]3(CO)O[C@H](CO)[C@@H](O)[C@H]3O,-1.57
CC(C)c1ccc2ccccc2c1,-5.297999999999999
CCOC(=O)CCCCCCC(=O)OCC,-2.53
Cc1ccc2cc3c(ccc4ccccc34)cc2c1,-6.816
CCOC(=O)[C@H](Cc1c[nH]c2ccccc12)N(C)C=O,-2.271
C#CCCCC#C,-1.747
C#CCCCCCC#C,-2.983
CC(C)CCCCCCO,-2.487
Cc1c2ccccc2cc3c4ccccc4ccc13,-7.343
CC(=C)[C@@H]1[C@H]2OC(=O)[C@@H]1[C@]3(O)[C@H]4O[C@H]4[C@]5(CO5)[C@]3(C)[C@@H]2O,-1.19
CC(=O)Nc1ccc(N\N=C\2C=C(C)C=CC2=O)cc1,-5.358
C=CCCCC=C,-3.34
CC1CCCC(C)(C)C1,-4.853
Oc1ccccc1C(=O)N2CCOCC2,-1.704
CC(=C)C1(O)[C@H]2OC(=O)[C@@H]1[C@]3(O)[C@H]4O[C@H]4[C@]5(CO5)[C@]3(C)[C@@H]2O,-1.42
CC(C)CCC(C)(C)C,-5.047
CCO[P](=O)(OCC)SCC(=O)NC(C)(C)C#N,-0.624
C\C=C/CO,0.362
CC[C@@H]1[C@@H](O)N2[C@H]3C[C@@H]1C4C(O)[C@@]5(C[C@H]24)[C@H]3N(C)c6ccccc56,-2.824
CC1(C)[C@@H]2CC[C@@](C)(C2)C1=O,-1.85
C/C=C/C#N,-0.429
CCCC(O)C=C,-0.599
CC(C)=CCC\C(C)=C\C=O,-2.055
CCOC1CC1,-0.6409999999999999
CC[S](=O)CS[P](=S)(OC(C)C)OC(C)C,-2.307
OC1=C(C2CCCc3ccccc23)C(=O)c4ccccc4O1,-4.864
CCCCCC(O)CCC,-2.591
CC(=C)[C@@H]1CCC(=CC1)C,-3.994
C\C(Cl)=C/C(O)=O,-0.605
C\C=C/C(=O)O[C@@H]1C[C@H]2O[C@@H]3C=C(C)C(=O)C[C@]3(C)[C@]1(C)[C@@]24CO4,-2.92
CCC(C)OC,-0.73
C[C@H]1CCCC[C@@H]1C,-4.334
CC(C)=C[C@@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,-4.8580000000000005
CO[P](=O)(OC)OC(/C)=C/C(=O)OC(C)c1ccccc1,-2.497
CCCS[P](=O)(OCC)SCCC,-2.509
CC1CCOC1,0.09
ClCC(CCl)O[P](=O)(OC(CCl)CCl)OC(CCl)CCl,-4.789
COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,-4.779
CCC(C)N,0.185
CC(C)[C@@H]1CC[C@@H](C)CC1=O,-2.492
CCCC(CC)(CC)CO,-2.419
CN1CC[C@]23[C@H]4Oc5c(OCc6ccccc6)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4O)c35,-2.9730000000000003
Cc1ccccc1Oc2cccnn2,-1.969
CCCCC(C)(C)CCC,-4.811
OCC(O)[C@H]1OC2O[C@@H](O[C@@H]2[C@H]1O)C(Cl)(Cl)Cl,-1.843
CCNC(=O)[C@H](C)OC(=O)Nc1ccccc1,-1.829
C=COC1CC1,-1.1
O[C@H](C(O)=O)c1ccccc1,0.158
CC(C)OC(C)(C)C,-2.366
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]3[C@@H](C)[C@@H](O)C[C@H]13,-0.591
CCC(C)C(O)C(C)CC,-2.51
CCCCCCCCCCCCOC(=O)c1ccc(N)cc1,-7.8
COc1ccc(C[C@@H]2NC[C@@H](O)[C@@H]2OC(C)=O)cc1,-1.608
CCNc1nc(NC(C)C(C)C)nc(SC)n1,-3.708
CO[P](=O)(OC)OC1=C(Cl)C2C=CCC12,-2.001
OC(=O)C1=CNC(=O)NC1=O,-1.938
CCO[P](=S)(OCC)SCCl,-3.592
CNC(=O)N(C)c1sc(nn1)C(F)(F)F,-2.0580000000000003
CCNc1nc(NC(C)CC)nc(OC)n1,-2.575
CC(Cl)=CCl,-1.614
OC(=O)c1cccc(Cl)c1C(O)=O,-0.976
CCOC(C)C(=O)C(O)O,-0.171
OCCOCCOC(=O)c1ccccc1Nc2cccc(c2)C(F)(F)F,-5.363
Cc1cc2cccc3ccc4c5ccccc5cc1c4c23,-8.522
CNC(=O)N(C)c1sc(nn1)C(C)(C)C,-1.997
Clc1cc(Br)c(OC(=O)C=C)c2ncccc12,-4.717
CCO[P](=O)(Oc1ccc(Cl)cc1Cl)Oc2ccc(Cl)cc2Cl,-5.774
CCC#CC(C)C,-2.745
CO[P](=S)(OC)SCCSC(C)C,-3.429
CCC(C)N(C(C)CC)C(=O)SCc1ccccc1,-5.048
NC(=O)c1cc(Cl)cc(Cl)c1N,-2.081
CCCCCCCCCOC(=O)c1ccc(N)cc1,-6.001
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2ccnc2,-4.726
CC\1=C(CC(O)=O)c2cc(F)ccc2C1=C\c3ccc(cc3)[S](C)=O,-4.552
COC(=O)[C@@H]1C2CC(C=C2)[C@@H]1C(=O)OC,-1.202
COC(C)(C)CCCC(C)C\C=C\C(C)=C\C(=O)OC(C)C,-5.346
CCOC(=O)\C=C(C)\C=C\CC(C)CCCC(C)C,-5.693
CC(=O)O[C@@H](C(O)=O)c1ccccc1,-1.231
CCCOCCN(C(=O)CCl)c1c(CC)cccc1CC,-3.795
CC1(C)[C@@H](C=C(Br)Br)[C@H]1C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2,-8.402000000000001
OC(=O)COc1nc(Cl)c(Cl)cc1Cl,-2.766
CC(C)OC(=O)[C@H](C)N(C(=O)c1ccccc1)c2ccc(F)c(Cl)c2,-4.561
CCCC1COC(Cn2cncn2)(O1)c3ccc(Cl)cc3Cl,-3.4930000000000003
Nc1nc(N)nc(NC2CC2)n1,-1.179
CCOC(=O)C(C)Oc1cccc(Oc2sc3cc(Cl)ccc3n2)c1,-5.674
CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(cn2)C(F)(F)F)cc1,-5.584
COC(=O)c1cc(C)ccc1C2=NC(C)(C(C)C)C(=O)N2,-2.326
CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,-4.7010000000000005
CC(C)C12CCC(C)(O1)C(C2)OCc3ccccc3C,-3.639
Oc1cc(Br)cc(C=O)c1,-3.2502
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,-4.8789
OC(=O)c1c(Cl)cccc1Cl,-1.1309
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,-2.6758
CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c6cc(OC)c(OC)c(OC)c6,-3.9208
CCCCOCCOCCOCc1cc2OCOc2cc1CCC,-4.3742
BrC1=CNC(=O)NC1=O,-2.3698
CNC[C@H](O)c1ccc(O)c(O)c1,-3.0077
CN(CCCl)CCCl,-1.1141
CC(=O)O[C@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C)C#C,-4.8041
S=[P](N1CC1)(N2CC2)N3CC3,0.0018
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CCC2=O,-3.6576
NC(Nc1ccc(Cl)cc1)=NC(N)=NCCCCCCN=C(N)N=C(N)Nc2ccc(Cl)cc2,-2.8006
CN(C)c1ccc(cc1)N=Nc2cccc(C)c2,-5.7769
CC(C)O[P](F)(=O)OC(C)C,-1.0777
COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,-3.365
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O,0.2948
N[C@@H](CCC(N)=O)C(O)=O,-0.5488
NCCCCC(N)C(O)=O,0.8351
N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O,-3.102
OCC(O)CO[P](O)(O)=O,0.7643
OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,0.6353
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,-6.6096
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@H]2O,-4.8441
CN=C1CN(O)C(=C2C=C(Cl)C=CC2=N1)c3ccccc3,-2.1757
OCC1OC(O[P](O)(O)=O)C(O)C(O)C1O,0.5848
OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,-2.4658
Nc1ccc(cc1)N=Nc2ccccc2,-3.7898
OCCS,1.1072
CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O,-3.284
COc1ccc2Sc3ccccc3N(C[C@H](C)CN(C)C)c2c1,-4.2155
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(O)=O)C(O)C3O,-1.5406
CC(C)(N)C(O)=O,0.2453
C/C=C(/C)C(=O)O[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@]5(O)C[C@H](O)[C@@]6(O)[C@@H](CN7C[C@@H](C)CC[C@H]7[C@@]6(C)O)[C@]5(O)C[C@]24O[C@]13O,-3.0163
CNC(=O)Oc1cccc(c1)C(C)C,-3.3567
COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(C)=O,-0.9482
CSCCC(NC(C)=O)C(O)=O,0.2055
N[C@@H](Cc1cc(I)c(O)c(I)c1)C(O)=O,-2.8583
Cc1ncc(CO)c(C=O)c1O,0.4758
CN1C(=O)[C@]23CC4=CC=C[C@H](O)[C@H]4N2C(=O)[C@@]1(CO)SS3,-3.6687
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(O)=O,-1.539
OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,0.3577
O=C1NC(=O)C2=C(N1)NC(=O)N2,-3.4526
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,-1.6695
C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]3[C@@H](O)C[C@@H](O[C@@H]3C)O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]7(C)[C@H](CC[C@]67O)C8=CC(=O)OC8)C4,-5.2926
Nc1ncnc2nc[nH]c12,-2.1179
CC[C@H](C)[C@H](N)C(O)=O,-0.5813
NC(CCCN=C(N)N)C(O)=O,0.019
CC,-2.6985
C#C,-1.3364
CC#C,-1.0417
ON=C,0.5768
CSC,-0.4503
CC1CN1,1.2434
C[As](C)(O)=O,1.1612
CC(F)(F)Cl,-1.856
FC(F)(F)F,-3.6703
C[S](O)(=O)=O,1.0173
CC(C)(O)C#N,1.07
FC(F)(F)CCl,-1.1098
OC(=O)C(F)(F)Cl,0.8845
OC(=O)C(F)(F)F,0.943
FC(Cl)(Cl)C(F)(Cl)Cl,-3.2301
FC(F)(F)C(F)(F)F,-4.2489
CC(Cl)C(Cl)(Cl)C(O)O,-0.8666
